Thermal calculator data file
Last updated date: 2016-08-11, 23:02:28

Thermal model: Gringarten equation
Base data
Parameter	Value	Unit	
Specific heat of rock	800	J/kg¡ÆC	
Specific heat of fluid	4178	J/kg¡ÆC	
Rock density	2628	kg/m^3	
Thermal conductivity of rock, k	3.018	W/m¡ÆC	
Initial rock temperature	180	¡ÆC	
Injection fluid temperature	60	¡ÆC	

Variables
Variable	Value	Unit	
Width of fracture	600	m	
Mass flow rate	40	kg/s	
Number of fractures	5		
Fracture spacing	60	m	
Distance from injection	800	m	
Time	30	years	

Calculation results
Outlet fluid temperature	161.67	¡ÆC	
Rock temperature distribution
Z	X	Temperature	
m	m	¡ÆC	
456.00	17.70	136.60	
464.00	17.70	137.81	
472.00	17.70	139.00	
480.00	17.70	140.17	
488.00	17.70	141.33	
496.00	17.70	142.46	
504.00	17.70	143.57	
512.00	17.70	144.66	
520.00	17.70	145.72	
528.00	17.70	146.77	
536.00	17.70	147.79	
544.00	17.70	148.80	
552.00	17.70	149.78	
560.00	17.70	150.74	
568.00	17.70	151.68	
576.00	17.70	152.60	
584.00	17.70	153.49	
592.00	17.70	154.37	
600.00	17.70	155.22	
608.00	17.70	156.05	
616.00	17.70	156.87	
624.00	17.70	157.66	
632.00	17.70	158.43	
640.00	17.70	159.18	
648.00	17.70	159.91	
656.00	17.70	160.62	
664.00	17.70	161.32	
672.00	17.70	161.99	
680.00	17.70	162.64	
688.00	17.70	163.28	
696.00	17.70	163.89	
704.00	17.70	164.49	
712.00	17.70	165.07	
720.00	17.70	165.63	
728.00	17.70	166.18	
736.00	17.70	166.71	
744.00	17.70	167.22	
752.00	17.70	167.72	
760.00	17.70	168.20	
768.00	17.70	168.66	
776.00	17.70	169.11	
784.00	17.70	169.55	
792.00	17.70	169.97	
800.00	17.70	170.38	
0.00	18.00	62.99	
8.00	18.00	63.69	
16.00	18.00	64.44	
24.00	18.00	65.23	
32.00	18.00	66.07	
40.00	18.00	66.94	
48.00	18.00	67.86	
56.00	18.00	68.82	
64.00	18.00	69.82	
72.00	18.00	70.85	
80.00	18.00	71.92	
88.00	18.00	73.03	
96.00	18.00	74.17	
104.00	18.00	75.34	
112.00	18.00	76.54	
120.00	18.00	77.77	
128.00	18.00	79.03	
136.00	18.00	80.32	
144.00	18.00	81.63	
152.00	18.00	82.96	
160.00	18.00	84.32	
168.00	18.00	85.69	
176.00	18.00	87.09	
184.00	18.00	88.50	
192.00	18.00	89.92	
200.00	18.00	91.36	
208.00	18.00	92.82	
216.00	18.00	94.28	
224.00	18.00	95.75	
232.00	18.00	97.23	
240.00	18.00	98.72	
248.00	18.00	100.21	
256.00	18.00	101.70	
264.00	18.00	103.20	
272.00	18.00	104.70	
280.00	18.00	106.19	
288.00	18.00	107.69	
296.00	18.00	109.18	
304.00	18.00	110.67	
312.00	18.00	112.15	
320.00	18.00	113.62	
328.00	18.00	115.09	
336.00	18.00	116.55	
344.00	18.00	118.00	
352.00	18.00	119.44	
360.00	18.00	120.86	
368.00	18.00	122.28	
376.00	18.00	123.68	
384.00	18.00	125.06	
392.00	18.00	126.43	
400.00	18.00	127.79	
408.00	18.00	129.13	
416.00	18.00	130.45	
424.00	18.00	131.75	
432.00	18.00	133.04	
440.00	18.00	134.31	
448.00	18.00	135.56	
456.00	18.00	136.79	
464.00	18.00	138.00	
472.00	18.00	139.19	
480.00	18.00	140.36	
488.00	18.00	141.51	
496.00	18.00	142.64	
504.00	18.00	143.75	
512.00	18.00	144.83	
520.00	18.00	145.90	
528.00	18.00	146.94	
536.00	18.00	147.96	
544.00	18.00	148.97	
552.00	18.00	149.94	
560.00	18.00	150.90	
568.00	18.00	151.84	
576.00	18.00	152.75	
584.00	18.00	153.65	
592.00	18.00	154.52	
600.00	18.00	155.37	
608.00	18.00	156.20	
616.00	18.00	157.01	
624.00	18.00	157.80	
632.00	18.00	158.57	
640.00	18.00	159.31	
648.00	18.00	160.04	
656.00	18.00	160.75	
664.00	18.00	161.44	
672.00	18.00	162.11	
680.00	18.00	162.76	
688.00	18.00	163.39	
696.00	18.00	164.01	
704.00	18.00	164.60	
712.00	18.00	165.18	
720.00	18.00	165.74	
728.00	18.00	166.28	
736.00	18.00	166.81	
744.00	18.00	167.32	
752.00	18.00	167.81	
760.00	18.00	168.29	
768.00	18.00	168.75	
776.00	18.00	169.20	
784.00	18.00	169.63	
792.00	18.00	170.05	
800.00	18.00	170.45	
0.00	18.30	63.02	
8.00	18.30	63.73	
16.00	18.30	64.48	
24.00	18.30	65.28	
32.00	18.30	66.12	
40.00	18.30	67.00	
48.00	18.30	67.93	
56.00	18.30	68.89	
64.00	18.30	69.89	
72.00	18.30	70.93	
80.00	18.30	72.01	
88.00	18.30	73.12	
96.00	18.30	74.27	
104.00	18.30	75.44	
112.00	18.30	76.65	
120.00	18.30	77.89	
128.00	18.30	79.15	
136.00	18.30	80.44	
144.00	18.30	81.76	
152.00	18.30	83.10	
160.00	18.30	84.46	
168.00	18.30	85.84	
176.00	18.30	87.24	
184.00	18.30	88.65	
192.00	18.30	90.08	
200.00	18.30	91.53	
208.00	18.30	92.98	
216.00	18.30	94.45	
224.00	18.30	95.93	
232.00	18.30	97.41	
240.00	18.30	98.90	
248.00	18.30	100.39	
256.00	18.30	101.89	
264.00	18.30	103.39	
272.00	18.30	104.89	
280.00	18.30	106.39	
288.00	18.30	107.88	
296.00	18.30	109.38	
304.00	18.30	110.86	
312.00	18.30	112.35	
320.00	18.30	113.82	
328.00	18.30	115.29	
336.00	18.30	116.75	
344.00	18.30	118.20	
352.00	18.30	119.64	
360.00	18.30	121.06	
368.00	18.30	122.48	
376.00	18.30	123.88	
384.00	18.30	125.26	
392.00	18.30	126.63	
400.00	18.30	127.99	
408.00	18.30	129.32	
416.00	18.30	130.65	
424.00	18.30	131.95	
432.00	18.30	133.23	
440.00	18.30	134.50	
448.00	18.30	135.75	
456.00	18.30	136.98	
464.00	18.30	138.19	
472.00	18.30	139.38	
480.00	18.30	140.54	
488.00	18.30	141.69	
496.00	18.30	142.82	
504.00	18.30	143.92	
512.00	18.30	145.01	
520.00	18.30	146.07	
528.00	18.30	147.11	
536.00	18.30	148.13	
544.00	18.30	149.13	
552.00	18.30	150.10	
560.00	18.30	151.06	
568.00	18.30	151.99	
576.00	18.30	152.91	
584.00	18.30	153.80	
592.00	18.30	154.67	
600.00	18.30	155.51	
608.00	18.30	156.34	
616.00	18.30	157.15	
624.00	18.30	157.93	
632.00	18.30	158.70	
640.00	18.30	159.44	
648.00	18.30	160.17	
656.00	18.30	160.87	
664.00	18.30	161.56	
672.00	18.30	162.23	
680.00	18.30	162.88	
688.00	18.30	163.50	
696.00	18.30	164.12	
704.00	18.30	164.71	
712.00	18.30	165.28	
720.00	18.30	165.84	
728.00	18.30	166.38	
736.00	18.30	166.90	
744.00	18.30	167.41	
752.00	18.30	167.90	
760.00	18.30	168.38	
768.00	18.30	168.84	
776.00	18.30	169.28	
784.00	18.30	169.71	
792.00	18.30	170.13	
800.00	18.30	170.53	
0.00	18.60	63.05	
8.00	18.60	63.77	
16.00	18.60	64.53	
24.00	18.60	65.33	
32.00	18.60	66.18	
40.00	18.60	67.07	
48.00	18.60	67.99	
56.00	18.60	68.96	
64.00	18.60	69.97	
72.00	18.60	71.02	
80.00	18.60	72.10	
88.00	18.60	73.22	
96.00	18.60	74.37	
104.00	18.60	75.55	
112.00	18.60	76.76	
120.00	18.60	78.00	
128.00	18.60	79.27	
136.00	18.60	80.57	
144.00	18.60	81.89	
152.00	18.60	83.23	
160.00	18.60	84.60	
168.00	18.60	85.98	
176.00	18.60	87.39	
184.00	18.60	88.81	
192.00	18.60	90.24	
200.00	18.60	91.69	
208.00	18.60	93.15	
216.00	18.60	94.62	
224.00	18.60	96.10	
232.00	18.60	97.58	
240.00	18.60	99.07	
248.00	18.60	100.57	
256.00	18.60	102.07	
264.00	18.60	103.57	
272.00	18.60	105.07	
280.00	18.60	106.57	
288.00	18.60	108.07	
296.00	18.60	109.57	
304.00	18.60	111.06	
312.00	18.60	112.54	
320.00	18.60	114.02	
328.00	18.60	115.48	
336.00	18.60	116.94	
344.00	18.60	118.39	
352.00	18.60	119.83	
360.00	18.60	121.26	
368.00	18.60	122.67	
376.00	18.60	124.07	
384.00	18.60	125.46	
392.00	18.60	126.82	
400.00	18.60	128.18	
408.00	18.60	129.52	
416.00	18.60	130.84	
424.00	18.60	132.14	
432.00	18.60	133.42	
440.00	18.60	134.69	
448.00	18.60	135.93	
456.00	18.60	137.16	
464.00	18.60	138.37	
472.00	18.60	139.55	
480.00	18.60	140.72	
488.00	18.60	141.87	
496.00	18.60	142.99	
504.00	18.60	144.09	
512.00	18.60	145.18	
520.00	18.60	146.24	
528.00	18.60	147.27	
536.00	18.60	148.29	
544.00	18.60	149.29	
552.00	18.60	150.26	
560.00	18.60	151.21	
568.00	18.60	152.14	
576.00	18.60	153.05	
584.00	18.60	153.94	
592.00	18.60	154.81	
600.00	18.60	155.65	
608.00	18.60	156.48	
616.00	18.60	157.28	
624.00	18.60	158.07	
632.00	18.60	158.83	
640.00	18.60	159.57	
648.00	18.60	160.29	
656.00	18.60	161.00	
664.00	18.60	161.68	
672.00	18.60	162.34	
680.00	18.60	162.99	
688.00	18.60	163.61	
696.00	18.60	164.22	
704.00	18.60	164.81	
712.00	18.60	165.38	
720.00	18.60	165.94	
728.00	18.60	166.48	
736.00	18.60	167.00	
744.00	18.60	167.50	
752.00	18.60	167.99	
760.00	18.60	168.46	
768.00	18.60	168.92	
776.00	18.60	169.36	
784.00	18.60	169.79	
792.00	18.60	170.21	
800.00	18.60	170.60	
0.00	18.90	63.08	
8.00	18.90	63.81	
16.00	18.90	64.57	
24.00	18.90	65.38	
32.00	18.90	66.23	
40.00	18.90	67.12	
48.00	18.90	68.06	
56.00	18.90	69.03	
64.00	18.90	70.05	
72.00	18.90	71.10	
80.00	18.90	72.19	
88.00	18.90	73.31	
96.00	18.90	74.46	
104.00	18.90	75.65	
112.00	18.90	76.87	
120.00	18.90	78.12	
128.00	18.90	79.39	
136.00	18.90	80.69	
144.00	18.90	82.02	
152.00	18.90	83.37	
160.00	18.90	84.74	
168.00	18.90	86.12	
176.00	18.90	87.53	
184.00	18.90	88.95	
192.00	18.90	90.39	
200.00	18.90	91.84	
208.00	18.90	93.31	
216.00	18.90	94.78	
224.00	18.90	96.26	
232.00	18.90	97.75	
240.00	18.90	99.25	
248.00	18.90	100.75	
256.00	18.90	102.25	
264.00	18.90	103.75	
272.00	18.90	105.25	
280.00	18.90	106.76	
288.00	18.90	108.26	
296.00	18.90	109.75	
304.00	18.90	111.24	
312.00	18.90	112.73	
320.00	18.90	114.20	
328.00	18.90	115.67	
336.00	18.90	117.13	
344.00	18.90	118.58	
352.00	18.90	120.02	
360.00	18.90	121.45	
368.00	18.90	122.86	
376.00	18.90	124.26	
384.00	18.90	125.64	
392.00	18.90	127.01	
400.00	18.90	128.37	
408.00	18.90	129.70	
416.00	18.90	131.02	
424.00	18.90	132.32	
432.00	18.90	133.61	
440.00	18.90	134.87	
448.00	18.90	136.11	
456.00	18.90	137.34	
464.00	18.90	138.54	
472.00	18.90	139.73	
480.00	18.90	140.89	
488.00	18.90	142.04	
496.00	18.90	143.16	
504.00	18.90	144.26	
512.00	18.90	145.34	
520.00	18.90	146.40	
528.00	18.90	147.43	
536.00	18.90	148.45	
544.00	18.90	149.44	
552.00	18.90	150.41	
560.00	18.90	151.36	
568.00	18.90	152.29	
576.00	18.90	153.20	
584.00	18.90	154.08	
592.00	18.90	154.95	
600.00	18.90	155.79	
608.00	18.90	156.61	
616.00	18.90	157.41	
624.00	18.90	158.19	
632.00	18.90	158.95	
640.00	18.90	159.69	
648.00	18.90	160.41	
656.00	18.90	161.11	
664.00	18.90	161.79	
672.00	18.90	162.45	
680.00	18.90	163.10	
688.00	18.90	163.72	
696.00	18.90	164.33	
704.00	18.90	164.91	
712.00	18.90	165.48	
720.00	18.90	166.04	
728.00	18.90	166.57	
736.00	18.90	167.09	
744.00	18.90	167.59	
752.00	18.90	168.08	
760.00	18.90	168.55	
768.00	18.90	169.00	
776.00	18.90	169.44	
784.00	18.90	169.87	
792.00	18.90	170.28	
800.00	18.90	170.68	
0.00	19.20	63.12	
8.00	19.20	63.84	
16.00	19.20	64.61	
24.00	19.20	65.43	
32.00	19.20	66.28	
40.00	19.20	67.18	
48.00	19.20	68.12	
56.00	19.20	69.10	
64.00	19.20	70.12	
72.00	19.20	71.18	
80.00	19.20	72.27	
88.00	19.20	73.40	
96.00	19.20	74.56	
104.00	19.20	75.75	
112.00	19.20	76.98	
120.00	19.20	78.23	
128.00	19.20	79.51	
136.00	19.20	80.81	
144.00	19.20	82.14	
152.00	19.20	83.49	
160.00	19.20	84.87	
168.00	19.20	86.26	
176.00	19.20	87.67	
184.00	19.20	89.10	
192.00	19.20	90.54	
200.00	19.20	92.00	
208.00	19.20	93.46	
216.00	19.20	94.94	
224.00	19.20	96.42	
232.00	19.20	97.92	
240.00	19.20	99.41	
248.00	19.20	100.92	
256.00	19.20	102.42	
264.00	19.20	103.92	
272.00	19.20	105.43	
280.00	19.20	106.93	
288.00	19.20	108.44	
296.00	19.20	109.93	
304.00	19.20	111.42	
312.00	19.20	112.91	
320.00	19.20	114.39	
328.00	19.20	115.86	
336.00	19.20	117.32	
344.00	19.20	118.77	
352.00	19.20	120.21	
360.00	19.20	121.63	
368.00	19.20	123.05	
376.00	19.20	124.44	
384.00	19.20	125.83	
392.00	19.20	127.20	
400.00	19.20	128.55	
408.00	19.20	129.88	
416.00	19.20	131.20	
424.00	19.20	132.50	
432.00	19.20	133.78	
440.00	19.20	135.05	
448.00	19.20	136.29	
456.00	19.20	137.51	
464.00	19.20	138.72	
472.00	19.20	139.90	
480.00	19.20	141.06	
488.00	19.20	142.20	
496.00	19.20	143.32	
504.00	19.20	144.42	
512.00	19.20	145.50	
520.00	19.20	146.56	
528.00	19.20	147.59	
536.00	19.20	148.60	
544.00	19.20	149.59	
552.00	19.20	150.56	
560.00	19.20	151.51	
568.00	19.20	152.43	
576.00	19.20	153.34	
584.00	19.20	154.22	
592.00	19.20	155.08	
600.00	19.20	155.92	
608.00	19.20	156.74	
616.00	19.20	157.54	
624.00	19.20	158.32	
632.00	19.20	159.08	
640.00	19.20	159.81	
648.00	19.20	160.53	
656.00	19.20	161.23	
664.00	19.20	161.90	
672.00	19.20	162.56	
680.00	19.20	163.20	
688.00	19.20	163.82	
696.00	19.20	164.43	
704.00	19.20	165.01	
712.00	19.20	165.58	
720.00	19.20	166.13	
728.00	19.20	166.66	
736.00	19.20	167.18	
744.00	19.20	167.68	
752.00	19.20	168.16	
760.00	19.20	168.63	
768.00	19.20	169.08	
776.00	19.20	169.52	
784.00	19.20	169.94	
792.00	19.20	170.35	
800.00	19.20	170.75	
0.00	19.50	63.15	
8.00	19.50	63.88	
16.00	19.50	64.65	
24.00	19.50	65.47	
32.00	19.50	66.33	
40.00	19.50	67.24	
48.00	19.50	68.18	
56.00	19.50	69.17	
64.00	19.50	70.19	
72.00	19.50	71.25	
80.00	19.50	72.35	
88.00	19.50	73.49	
96.00	19.50	74.65	
104.00	19.50	75.85	
112.00	19.50	77.08	
120.00	19.50	78.33	
128.00	19.50	79.62	
136.00	19.50	80.93	
144.00	19.50	82.26	
152.00	19.50	83.62	
160.00	19.50	85.00	
168.00	19.50	86.39	
176.00	19.50	87.81	
184.00	19.50	89.24	
192.00	19.50	90.69	
200.00	19.50	92.14	
208.00	19.50	93.61	
216.00	19.50	95.09	
224.00	19.50	96.58	
232.00	19.50	98.08	
240.00	19.50	99.58	
248.00	19.50	101.08	
256.00	19.50	102.59	
264.00	19.50	104.09	
272.00	19.50	105.60	
280.00	19.50	107.11	
288.00	19.50	108.61	
296.00	19.50	110.11	
304.00	19.50	111.60	
312.00	19.50	113.09	
320.00	19.50	114.57	
328.00	19.50	116.04	
336.00	19.50	117.50	
344.00	19.50	118.95	
352.00	19.50	120.39	
360.00	19.50	121.81	
368.00	19.50	123.23	
376.00	19.50	124.62	
384.00	19.50	126.01	
392.00	19.50	127.38	
400.00	19.50	128.73	
408.00	19.50	130.06	
416.00	19.50	131.38	
424.00	19.50	132.68	
432.00	19.50	133.96	
440.00	19.50	135.22	
448.00	19.50	136.46	
456.00	19.50	137.68	
464.00	19.50	138.88	
472.00	19.50	140.07	
480.00	19.50	141.23	
488.00	19.50	142.37	
496.00	19.50	143.48	
504.00	19.50	144.58	
512.00	19.50	145.66	
520.00	19.50	146.71	
528.00	19.50	147.74	
536.00	19.50	148.75	
544.00	19.50	149.74	
552.00	19.50	150.71	
560.00	19.50	151.65	
568.00	19.50	152.57	
576.00	19.50	153.48	
584.00	19.50	154.36	
592.00	19.50	155.21	
600.00	19.50	156.05	
608.00	19.50	156.87	
616.00	19.50	157.66	
624.00	19.50	158.44	
632.00	19.50	159.19	
640.00	19.50	159.93	
648.00	19.50	160.64	
656.00	19.50	161.34	
664.00	19.50	162.01	
672.00	19.50	162.67	
680.00	19.50	163.31	
688.00	19.50	163.92	
696.00	19.50	164.53	
704.00	19.50	165.11	
712.00	19.50	165.67	
720.00	19.50	166.22	
728.00	19.50	166.75	
736.00	19.50	167.26	
744.00	19.50	167.76	
752.00	19.50	168.24	
760.00	19.50	168.71	
768.00	19.50	169.16	
776.00	19.50	169.59	
784.00	19.50	170.02	
792.00	19.50	170.42	
800.00	19.50	170.81	
0.00	19.80	63.18	
8.00	19.80	63.91	
16.00	19.80	64.69	
24.00	19.80	65.52	
32.00	19.80	66.38	
40.00	19.80	67.29	
48.00	19.80	68.24	
56.00	19.80	69.23	
64.00	19.80	70.26	
72.00	19.80	71.33	
80.00	19.80	72.43	
88.00	19.80	73.57	
96.00	19.80	74.74	
104.00	19.80	75.94	
112.00	19.80	77.18	
120.00	19.80	78.44	
128.00	19.80	79.73	
136.00	19.80	81.04	
144.00	19.80	82.38	
152.00	19.80	83.74	
160.00	19.80	85.12	
168.00	19.80	86.52	
176.00	19.80	87.94	
184.00	19.80	89.38	
192.00	19.80	90.83	
200.00	19.80	92.29	
208.00	19.80	93.76	
216.00	19.80	95.24	
224.00	19.80	96.74	
232.00	19.80	98.23	
240.00	19.80	99.74	
248.00	19.80	101.24	
256.00	19.80	102.75	
264.00	19.80	104.26	
272.00	19.80	105.77	
280.00	19.80	107.28	
288.00	19.80	108.78	
296.00	19.80	110.28	
304.00	19.80	111.77	
312.00	19.80	113.26	
320.00	19.80	114.74	
328.00	19.80	116.21	
336.00	19.80	117.67	
344.00	19.80	119.12	
352.00	19.80	120.56	
360.00	19.80	121.99	
368.00	19.80	123.40	
376.00	19.80	124.80	
384.00	19.80	126.18	
392.00	19.80	127.55	
400.00	19.80	128.90	
408.00	19.80	130.23	
416.00	19.80	131.55	
424.00	19.80	132.85	
432.00	19.80	134.13	
440.00	19.80	135.39	
448.00	19.80	136.63	
456.00	19.80	137.85	
464.00	19.80	139.05	
472.00	19.80	140.23	
480.00	19.80	141.39	
488.00	19.80	142.52	
496.00	19.80	143.64	
504.00	19.80	144.73	
512.00	19.80	145.81	
520.00	19.80	146.86	
528.00	19.80	147.89	
536.00	19.80	148.90	
544.00	19.80	149.88	
552.00	19.80	150.85	
560.00	19.80	151.79	
568.00	19.80	152.71	
576.00	19.80	153.61	
584.00	19.80	154.49	
592.00	19.80	155.34	
600.00	19.80	156.18	
608.00	19.80	156.99	
616.00	19.80	157.78	
624.00	19.80	158.56	
632.00	19.80	159.31	
640.00	19.80	160.04	
648.00	19.80	160.75	
656.00	19.80	161.45	
664.00	19.80	162.12	
672.00	19.80	162.77	
680.00	19.80	163.41	
688.00	19.80	164.02	
696.00	19.80	164.62	
704.00	19.80	165.20	
712.00	19.80	165.76	
720.00	19.80	166.31	
728.00	19.80	166.84	
736.00	19.80	167.35	
744.00	19.80	167.84	
752.00	19.80	168.32	
760.00	19.80	168.79	
768.00	19.80	169.23	
776.00	19.80	169.67	
784.00	19.80	170.09	
792.00	19.80	170.49	
800.00	19.80	170.88	
0.00	20.10	63.21	
8.00	20.10	63.95	
16.00	20.10	64.73	
24.00	20.10	65.56	
32.00	20.10	66.43	
40.00	20.10	67.35	
48.00	20.10	68.30	
56.00	20.10	69.30	
64.00	20.10	70.33	
72.00	20.10	71.40	
80.00	20.10	72.51	
88.00	20.10	73.65	
96.00	20.10	74.83	
104.00	20.10	76.04	
112.00	20.10	77.27	
120.00	20.10	78.54	
128.00	20.10	79.83	
136.00	20.10	81.15	
144.00	20.10	82.50	
152.00	20.10	83.86	
160.00	20.10	85.25	
168.00	20.10	86.65	
176.00	20.10	88.07	
184.00	20.10	89.51	
192.00	20.10	90.96	
200.00	20.10	92.43	
208.00	20.10	93.91	
216.00	20.10	95.39	
224.00	20.10	96.88	
232.00	20.10	98.38	
240.00	20.10	99.89	
248.00	20.10	101.40	
256.00	20.10	102.91	
264.00	20.10	104.42	
272.00	20.10	105.93	
280.00	20.10	107.44	
288.00	20.10	108.94	
296.00	20.10	110.45	
304.00	20.10	111.94	
312.00	20.10	113.43	
320.00	20.10	114.91	
328.00	20.10	116.38	
336.00	20.10	117.84	
344.00	20.10	119.29	
352.00	20.10	120.73	
360.00	20.10	122.16	
368.00	20.10	123.57	
376.00	20.10	124.97	
384.00	20.10	126.35	
392.00	20.10	127.72	
400.00	20.10	129.07	
408.00	20.10	130.40	
416.00	20.10	131.72	
424.00	20.10	133.01	
432.00	20.10	134.29	
440.00	20.10	135.55	
448.00	20.10	136.79	
456.00	20.10	138.01	
464.00	20.10	139.21	
472.00	20.10	140.38	
480.00	20.10	141.54	
488.00	20.10	142.68	
496.00	20.10	143.79	
504.00	20.10	144.88	
512.00	20.10	145.95	
520.00	20.10	147.00	
528.00	20.10	148.03	
536.00	20.10	149.04	
544.00	20.10	150.02	
552.00	20.10	150.98	
560.00	20.10	151.92	
568.00	20.10	152.84	
576.00	20.10	153.74	
584.00	20.10	154.61	
592.00	20.10	155.47	
600.00	20.10	156.30	
608.00	20.10	157.11	
616.00	20.10	157.90	
624.00	20.10	158.67	
632.00	20.10	159.42	
640.00	20.10	160.15	
648.00	20.10	160.86	
656.00	20.10	161.55	
664.00	20.10	162.22	
672.00	20.10	162.87	
680.00	20.10	163.50	
688.00	20.10	164.12	
696.00	20.10	164.71	
704.00	20.10	165.29	
712.00	20.10	165.85	
720.00	20.10	166.39	
728.00	20.10	166.92	
736.00	20.10	167.43	
744.00	20.10	167.92	
752.00	20.10	168.40	
760.00	20.10	168.86	
768.00	20.10	169.31	
776.00	20.10	169.74	
784.00	20.10	170.15	
792.00	20.10	170.56	
800.00	20.10	170.94	
0.00	20.40	63.23	
8.00	20.40	63.98	
16.00	20.40	64.77	
24.00	20.40	65.60	
32.00	20.40	66.48	
40.00	20.40	67.40	
48.00	20.40	68.36	
56.00	20.40	69.36	
64.00	20.40	70.40	
72.00	20.40	71.47	
80.00	20.40	72.59	
88.00	20.40	73.73	
96.00	20.40	74.91	
104.00	20.40	76.13	
112.00	20.40	77.37	
120.00	20.40	78.64	
128.00	20.40	79.94	
136.00	20.40	81.26	
144.00	20.40	82.61	
152.00	20.40	83.98	
160.00	20.40	85.37	
168.00	20.40	86.77	
176.00	20.40	88.20	
184.00	20.40	89.64	
192.00	20.40	91.10	
200.00	20.40	92.57	
208.00	20.40	94.04	
216.00	20.40	95.53	
224.00	20.40	97.03	
232.00	20.40	98.53	
240.00	20.40	100.04	
248.00	20.40	101.55	
256.00	20.40	103.06	
264.00	20.40	104.58	
272.00	20.40	106.09	
280.00	20.40	107.60	
288.00	20.40	109.10	
296.00	20.40	110.61	
304.00	20.40	112.10	
312.00	20.40	113.59	
320.00	20.40	115.07	
328.00	20.40	116.55	
336.00	20.40	118.01	
344.00	20.40	119.46	
352.00	20.40	120.90	
360.00	20.40	122.32	
368.00	20.40	123.74	
376.00	20.40	125.13	
384.00	20.40	126.52	
392.00	20.40	127.88	
400.00	20.40	129.23	
408.00	20.40	130.56	
416.00	20.40	131.88	
424.00	20.40	133.17	
432.00	20.40	134.45	
440.00	20.40	135.71	
448.00	20.40	136.94	
456.00	20.40	138.16	
464.00	20.40	139.36	
472.00	20.40	140.53	
480.00	20.40	141.69	
488.00	20.40	142.82	
496.00	20.40	143.94	
504.00	20.40	145.03	
512.00	20.40	146.10	
520.00	20.40	147.14	
528.00	20.40	148.17	
536.00	20.40	149.17	
544.00	20.40	150.15	
552.00	20.40	151.11	
560.00	20.40	152.05	
568.00	20.40	152.97	
576.00	20.40	153.86	
584.00	20.40	154.74	
592.00	20.40	155.59	
600.00	20.40	156.42	
608.00	20.40	157.23	
616.00	20.40	158.01	
624.00	20.40	158.78	
632.00	20.40	159.53	
640.00	20.40	160.26	
648.00	20.40	160.96	
656.00	20.40	161.65	
664.00	20.40	162.32	
672.00	20.40	162.97	
680.00	20.40	163.60	
688.00	20.40	164.21	
696.00	20.40	164.80	
704.00	20.40	165.38	
712.00	20.40	165.94	
720.00	20.40	166.48	
728.00	20.40	167.00	
736.00	20.40	167.51	
744.00	20.40	168.00	
752.00	20.40	168.47	
760.00	20.40	168.93	
768.00	20.40	169.38	
776.00	20.40	169.80	
784.00	20.40	170.22	
792.00	20.40	170.62	
800.00	20.40	171.01	
0.00	20.70	63.26	
8.00	20.70	64.01	
16.00	20.70	64.80	
24.00	20.70	65.64	
32.00	20.70	66.52	
40.00	20.70	67.45	
48.00	20.70	68.41	
56.00	20.70	69.42	
64.00	20.70	70.46	
72.00	20.70	71.54	
80.00	20.70	72.66	
88.00	20.70	73.81	
96.00	20.70	75.00	
104.00	20.70	76.21	
112.00	20.70	77.46	
120.00	20.70	78.73	
128.00	20.70	80.04	
136.00	20.70	81.36	
144.00	20.70	82.71	
152.00	20.70	84.09	
160.00	20.70	85.48	
168.00	20.70	86.89	
176.00	20.70	88.32	
184.00	20.70	89.77	
192.00	20.70	91.23	
200.00	20.70	92.70	
208.00	20.70	94.18	
216.00	20.70	95.67	
224.00	20.70	97.17	
232.00	20.70	98.67	
240.00	20.70	100.18	
248.00	20.70	101.70	
256.00	20.70	103.21	
264.00	20.70	104.73	
272.00	20.70	106.24	
280.00	20.70	107.75	
288.00	20.70	109.26	
296.00	20.70	110.76	
304.00	20.70	112.26	
312.00	20.70	113.75	
320.00	20.70	115.23	
328.00	20.70	116.71	
336.00	20.70	118.17	
344.00	20.70	119.62	
352.00	20.70	121.06	
360.00	20.70	122.48	
368.00	20.70	123.90	
376.00	20.70	125.29	
384.00	20.70	126.67	
392.00	20.70	128.04	
400.00	20.70	129.39	
408.00	20.70	130.72	
416.00	20.70	132.03	
424.00	20.70	133.33	
432.00	20.70	134.60	
440.00	20.70	135.86	
448.00	20.70	137.10	
456.00	20.70	138.31	
464.00	20.70	139.51	
472.00	20.70	140.68	
480.00	20.70	141.83	
488.00	20.70	142.97	
496.00	20.70	144.08	
504.00	20.70	145.17	
512.00	20.70	146.23	
520.00	20.70	147.28	
528.00	20.70	148.30	
536.00	20.70	149.30	
544.00	20.70	150.28	
552.00	20.70	151.24	
560.00	20.70	152.18	
568.00	20.70	153.09	
576.00	20.70	153.98	
584.00	20.70	154.85	
592.00	20.70	155.70	
600.00	20.70	156.53	
608.00	20.70	157.34	
616.00	20.70	158.12	
624.00	20.70	158.89	
632.00	20.70	159.63	
640.00	20.70	160.36	
648.00	20.70	161.06	
656.00	20.70	161.75	
664.00	20.70	162.41	
672.00	20.70	163.06	
680.00	20.70	163.69	
