Thermal calculator data file
Last updated date: 2016-08-11, 23:02:28

Thermal model: Gringarten equation
Base data
Parameter	Value	Unit	
Specific heat of rock	800	J/kg¡ÆC	
Specific heat of fluid	4178	J/kg¡ÆC	
Rock density	2628	kg/m^3	
Thermal conductivity of rock, k	3.018	W/m¡ÆC	
Initial rock temperature	180	¡ÆC	
Injection fluid temperature	60	¡ÆC	

Variables
Variable	Value	Unit	
Width of fracture	600	m	
Mass flow rate	40	kg/s	
Number of fractures	5		
Fracture spacing	60	m	
Distance from injection	800	m	
Time	30	years	

Calculation results
Outlet fluid temperature	161.67	¡ÆC	
Rock temperature distribution
Z	X	Temperature	
m	m	¡ÆC	
136.00	14.70	78.70	
144.00	14.70	79.95	
152.00	14.70	81.22	
160.00	14.70	82.52	
168.00	14.70	83.84	
176.00	14.70	85.18	
184.00	14.70	86.53	
192.00	14.70	87.91	
200.00	14.70	89.30	
208.00	14.70	90.71	
216.00	14.70	92.13	
224.00	14.70	93.56	
232.00	14.70	95.00	
240.00	14.70	96.45	
248.00	14.70	97.90	
256.00	14.70	99.37	
264.00	14.70	100.83	
272.00	14.70	102.30	
280.00	14.70	103.78	
288.00	14.70	105.25	
296.00	14.70	106.72	
304.00	14.70	108.19	
312.00	14.70	109.66	
320.00	14.70	111.12	
328.00	14.70	112.58	
336.00	14.70	114.03	
344.00	14.70	115.47	
352.00	14.70	116.91	
360.00	14.70	118.33	
368.00	14.70	119.75	
376.00	14.70	121.15	
384.00	14.70	122.55	
392.00	14.70	123.92	
400.00	14.70	125.29	
408.00	14.70	126.64	
416.00	14.70	127.98	
424.00	14.70	129.30	
432.00	14.70	130.60	
440.00	14.70	131.89	
448.00	14.70	133.16	
456.00	14.70	134.41	
464.00	14.70	135.64	
472.00	14.70	136.85	
480.00	14.70	138.05	
488.00	14.70	139.22	
496.00	14.70	140.38	
504.00	14.70	141.52	
512.00	14.70	142.63	
520.00	14.70	143.73	
528.00	14.70	144.80	
536.00	14.70	145.86	
544.00	14.70	146.89	
552.00	14.70	147.90	
560.00	14.70	148.89	
568.00	14.70	149.86	
576.00	14.70	150.81	
584.00	14.70	151.74	
592.00	14.70	152.65	
600.00	14.70	153.54	
608.00	14.70	154.40	
616.00	14.70	155.25	
624.00	14.70	156.07	
632.00	14.70	156.88	
640.00	14.70	157.66	
648.00	14.70	158.43	
656.00	14.70	159.17	
664.00	14.70	159.90	
672.00	14.70	160.60	
680.00	14.70	161.29	
688.00	14.70	161.96	
696.00	14.70	162.60	
704.00	14.70	163.24	
712.00	14.70	163.85	
720.00	14.70	164.44	
728.00	14.70	165.02	
736.00	14.70	165.58	
744.00	14.70	166.12	
752.00	14.70	166.65	
760.00	14.70	167.16	
768.00	14.70	167.65	
776.00	14.70	168.13	
784.00	14.70	168.60	
792.00	14.70	169.05	
800.00	14.70	169.48	
0.00	15.00	62.61	
8.00	15.00	63.25	
16.00	15.00	63.94	
24.00	15.00	64.67	
32.00	15.00	65.44	
40.00	15.00	66.25	
48.00	15.00	67.10	
56.00	15.00	67.99	
64.00	15.00	68.93	
72.00	15.00	69.89	
80.00	15.00	70.90	
88.00	15.00	71.94	
96.00	15.00	73.02	
104.00	15.00	74.13	
112.00	15.00	75.27	
120.00	15.00	76.44	
128.00	15.00	77.64	
136.00	15.00	78.87	
144.00	15.00	80.12	
152.00	15.00	81.40	
160.00	15.00	82.70	
168.00	15.00	84.02	
176.00	15.00	85.37	
184.00	15.00	86.73	
192.00	15.00	88.11	
200.00	15.00	89.51	
208.00	15.00	90.92	
216.00	15.00	92.34	
224.00	15.00	93.78	
232.00	15.00	95.22	
240.00	15.00	96.67	
248.00	15.00	98.13	
256.00	15.00	99.60	
264.00	15.00	101.07	
272.00	15.00	102.54	
280.00	15.00	104.02	
288.00	15.00	105.49	
296.00	15.00	106.97	
304.00	15.00	108.44	
312.00	15.00	109.91	
320.00	15.00	111.37	
328.00	15.00	112.83	
336.00	15.00	114.28	
344.00	15.00	115.73	
352.00	15.00	117.16	
360.00	15.00	118.59	
368.00	15.00	120.00	
376.00	15.00	121.41	
384.00	15.00	122.80	
392.00	15.00	124.18	
400.00	15.00	125.54	
408.00	15.00	126.89	
416.00	15.00	128.23	
424.00	15.00	129.54	
432.00	15.00	130.85	
440.00	15.00	132.13	
448.00	15.00	133.40	
456.00	15.00	134.65	
464.00	15.00	135.88	
472.00	15.00	137.09	
480.00	15.00	138.28	
488.00	15.00	139.46	
496.00	15.00	140.61	
504.00	15.00	141.74	
512.00	15.00	142.86	
520.00	15.00	143.95	
528.00	15.00	145.02	
536.00	15.00	146.07	
544.00	15.00	147.10	
552.00	15.00	148.11	
560.00	15.00	149.10	
568.00	15.00	150.06	
576.00	15.00	151.01	
584.00	15.00	151.94	
592.00	15.00	152.84	
600.00	15.00	153.72	
608.00	15.00	154.58	
616.00	15.00	155.43	
624.00	15.00	156.25	
632.00	15.00	157.05	
640.00	15.00	157.83	
648.00	15.00	158.59	
656.00	15.00	159.33	
664.00	15.00	160.05	
672.00	15.00	160.75	
680.00	15.00	161.44	
688.00	15.00	162.10	
696.00	15.00	162.75	
704.00	15.00	163.37	
712.00	15.00	163.98	
720.00	15.00	164.57	
728.00	15.00	165.15	
736.00	15.00	165.70	
744.00	15.00	166.24	
752.00	15.00	166.77	
760.00	15.00	167.28	
768.00	15.00	167.77	
776.00	15.00	168.24	
784.00	15.00	168.70	
792.00	15.00	169.15	
800.00	15.00	169.58	
0.00	15.30	62.65	
8.00	15.30	63.30	
16.00	15.30	63.99	
24.00	15.30	64.73	
32.00	15.30	65.51	
40.00	15.30	66.32	
48.00	15.30	67.18	
56.00	15.30	68.08	
64.00	15.30	69.02	
72.00	15.30	70.00	
80.00	15.30	71.01	
88.00	15.30	72.06	
96.00	15.30	73.14	
104.00	15.30	74.26	
112.00	15.30	75.41	
120.00	15.30	76.58	
128.00	15.30	77.79	
136.00	15.30	79.02	
144.00	15.30	80.28	
152.00	15.30	81.57	
160.00	15.30	82.88	
168.00	15.30	84.21	
176.00	15.30	85.56	
184.00	15.30	86.92	
192.00	15.30	88.31	
200.00	15.30	89.71	
208.00	15.30	91.13	
216.00	15.30	92.55	
224.00	15.30	93.99	
232.00	15.30	95.44	
240.00	15.30	96.90	
248.00	15.30	98.36	
256.00	15.30	99.83	
264.00	15.30	101.30	
272.00	15.30	102.78	
280.00	15.30	104.26	
288.00	15.30	105.73	
296.00	15.30	107.21	
304.00	15.30	108.68	
312.00	15.30	110.15	
320.00	15.30	111.62	
328.00	15.30	113.08	
336.00	15.30	114.53	
344.00	15.30	115.98	
352.00	15.30	117.41	
360.00	15.30	118.84	
368.00	15.30	120.25	
376.00	15.30	121.66	
384.00	15.30	123.05	
392.00	15.30	124.42	
400.00	15.30	125.79	
408.00	15.30	127.14	
416.00	15.30	128.47	
424.00	15.30	129.79	
432.00	15.30	131.09	
440.00	15.30	132.37	
448.00	15.30	133.64	
456.00	15.30	134.88	
464.00	15.30	136.11	
472.00	15.30	137.32	
480.00	15.30	138.51	
488.00	15.30	139.68	
496.00	15.30	140.83	
504.00	15.30	141.96	
512.00	15.30	143.07	
520.00	15.30	144.16	
528.00	15.30	145.23	
536.00	15.30	146.28	
544.00	15.30	147.31	
552.00	15.30	148.31	
560.00	15.30	149.30	
568.00	15.30	150.26	
576.00	15.30	151.20	
584.00	15.30	152.12	
592.00	15.30	153.02	
600.00	15.30	153.90	
608.00	15.30	154.76	
616.00	15.30	155.60	
624.00	15.30	156.42	
632.00	15.30	157.22	
640.00	15.30	157.99	
648.00	15.30	158.75	
656.00	15.30	159.49	
664.00	15.30	160.21	
672.00	15.30	160.90	
680.00	15.30	161.58	
688.00	15.30	162.24	
696.00	15.30	162.89	
704.00	15.30	163.51	
712.00	15.30	164.12	
720.00	15.30	164.70	
728.00	15.30	165.27	
736.00	15.30	165.83	
744.00	15.30	166.36	
752.00	15.30	166.88	
760.00	15.30	167.39	
768.00	15.30	167.88	
776.00	15.30	168.35	
784.00	15.30	168.81	
792.00	15.30	169.25	
800.00	15.30	169.68	
0.00	15.60	62.69	
8.00	15.60	63.35	
16.00	15.60	64.05	
24.00	15.60	64.79	
32.00	15.60	65.57	
40.00	15.60	66.40	
48.00	15.60	67.27	
56.00	15.60	68.17	
64.00	15.60	69.12	
72.00	15.60	70.10	
80.00	15.60	71.12	
88.00	15.60	72.18	
96.00	15.60	73.27	
104.00	15.60	74.39	
112.00	15.60	75.54	
120.00	15.60	76.73	
128.00	15.60	77.94	
136.00	15.60	79.18	
144.00	15.60	80.44	
152.00	15.60	81.74	
160.00	15.60	83.05	
168.00	15.60	84.38	
176.00	15.60	85.74	
184.00	15.60	87.11	
192.00	15.60	88.50	
200.00	15.60	89.91	
208.00	15.60	91.33	
216.00	15.60	92.76	
224.00	15.60	94.20	
232.00	15.60	95.66	
240.00	15.60	97.12	
248.00	15.60	98.58	
256.00	15.60	100.06	
264.00	15.60	101.53	
272.00	15.60	103.01	
280.00	15.60	104.49	
288.00	15.60	105.97	
296.00	15.60	107.45	
304.00	15.60	108.92	
312.00	15.60	110.40	
320.00	15.60	111.86	
328.00	15.60	113.32	
336.00	15.60	114.78	
344.00	15.60	116.22	
352.00	15.60	117.66	
360.00	15.60	119.08	
368.00	15.60	120.50	
376.00	15.60	121.90	
384.00	15.60	123.29	
392.00	15.60	124.67	
400.00	15.60	126.03	
408.00	15.60	127.38	
416.00	15.60	128.71	
424.00	15.60	130.02	
432.00	15.60	131.32	
440.00	15.60	132.60	
448.00	15.60	133.87	
456.00	15.60	135.11	
464.00	15.60	136.34	
472.00	15.60	137.55	
480.00	15.60	138.74	
488.00	15.60	139.90	
496.00	15.60	141.05	
504.00	15.60	142.18	
512.00	15.60	143.29	
520.00	15.60	144.37	
528.00	15.60	145.44	
536.00	15.60	146.48	
544.00	15.60	147.51	
552.00	15.60	148.51	
560.00	15.60	149.49	
568.00	15.60	150.45	
576.00	15.60	151.39	
584.00	15.60	152.31	
592.00	15.60	153.21	
600.00	15.60	154.08	
608.00	15.60	154.94	
616.00	15.60	155.77	
624.00	15.60	156.59	
632.00	15.60	157.38	
640.00	15.60	158.15	
648.00	15.60	158.91	
656.00	15.60	159.64	
664.00	15.60	160.36	
672.00	15.60	161.05	
680.00	15.60	161.73	
688.00	15.60	162.38	
696.00	15.60	163.02	
704.00	15.60	163.64	
712.00	15.60	164.24	
720.00	15.60	164.83	
728.00	15.60	165.40	
736.00	15.60	165.95	
744.00	15.60	166.48	
752.00	15.60	167.00	
760.00	15.60	167.50	
768.00	15.60	167.98	
776.00	15.60	168.45	
784.00	15.60	168.91	
792.00	15.60	169.35	
800.00	15.60	169.77	
0.00	15.90	62.73	
8.00	15.90	63.39	
16.00	15.90	64.10	
24.00	15.90	64.85	
32.00	15.90	65.64	
40.00	15.90	66.47	
48.00	15.90	67.34	
56.00	15.90	68.26	
64.00	15.90	69.21	
72.00	15.90	70.20	
80.00	15.90	71.23	
88.00	15.90	72.29	
96.00	15.90	73.39	
104.00	15.90	74.51	
112.00	15.90	75.67	
120.00	15.90	76.87	
128.00	15.90	78.08	
136.00	15.90	79.33	
144.00	15.90	80.60	
152.00	15.90	81.90	
160.00	15.90	83.22	
168.00	15.90	84.56	
176.00	15.90	85.92	
184.00	15.90	87.30	
192.00	15.90	88.69	
200.00	15.90	90.10	
208.00	15.90	91.53	
216.00	15.90	92.96	
224.00	15.90	94.41	
232.00	15.90	95.87	
240.00	15.90	97.33	
248.00	15.90	98.80	
256.00	15.90	100.28	
264.00	15.90	101.76	
272.00	15.90	103.24	
280.00	15.90	104.72	
288.00	15.90	106.20	
296.00	15.90	107.68	
304.00	15.90	109.16	
312.00	15.90	110.63	
320.00	15.90	112.10	
328.00	15.90	113.56	
336.00	15.90	115.01	
344.00	15.90	116.46	
352.00	15.90	117.90	
360.00	15.90	119.32	
368.00	15.90	120.74	
376.00	15.90	122.14	
384.00	15.90	123.53	
392.00	15.90	124.91	
400.00	15.90	126.27	
408.00	15.90	127.61	
416.00	15.90	128.94	
424.00	15.90	130.26	
432.00	15.90	131.56	
440.00	15.90	132.83	
448.00	15.90	134.10	
456.00	15.90	135.34	
464.00	15.90	136.56	
472.00	15.90	137.77	
480.00	15.90	138.95	
488.00	15.90	140.12	
496.00	15.90	141.27	
504.00	15.90	142.39	
512.00	15.90	143.50	
520.00	15.90	144.58	
528.00	15.90	145.64	
536.00	15.90	146.68	
544.00	15.90	147.70	
552.00	15.90	148.70	
560.00	15.90	149.68	
568.00	15.90	150.64	
576.00	15.90	151.57	
584.00	15.90	152.49	
592.00	15.90	153.38	
600.00	15.90	154.26	
608.00	15.90	155.11	
616.00	15.90	155.94	
624.00	15.90	156.75	
632.00	15.90	157.54	
640.00	15.90	158.31	
648.00	15.90	159.06	
656.00	15.90	159.79	
664.00	15.90	160.50	
672.00	15.90	161.19	
680.00	15.90	161.87	
688.00	15.90	162.52	
696.00	15.90	163.16	
704.00	15.90	163.77	
712.00	15.90	164.37	
720.00	15.90	164.95	
728.00	15.90	165.52	
736.00	15.90	166.06	
744.00	15.90	166.59	
752.00	15.90	167.11	
760.00	15.90	167.61	
768.00	15.90	168.09	
776.00	15.90	168.55	
784.00	15.90	169.01	
792.00	15.90	169.44	
800.00	15.90	169.86	
0.00	16.20	62.77	
8.00	16.20	63.44	
16.00	16.20	64.15	
24.00	16.20	64.90	
32.00	16.20	65.70	
40.00	16.20	66.54	
48.00	16.20	67.42	
56.00	16.20	68.34	
64.00	16.20	69.30	
72.00	16.20	70.30	
80.00	16.20	71.33	
88.00	16.20	72.40	
96.00	16.20	73.50	
104.00	16.20	74.64	
112.00	16.20	75.81	
120.00	16.20	77.00	
128.00	16.20	78.23	
136.00	16.20	79.48	
144.00	16.20	80.76	
152.00	16.20	82.06	
160.00	16.20	83.39	
168.00	16.20	84.73	
176.00	16.20	86.10	
184.00	16.20	87.48	
192.00	16.20	88.88	
200.00	16.20	90.30	
208.00	16.20	91.72	
216.00	16.20	93.16	
224.00	16.20	94.62	
232.00	16.20	96.08	
240.00	16.20	97.54	
248.00	16.20	99.02	
256.00	16.20	100.50	
264.00	16.20	101.98	
272.00	16.20	103.46	
280.00	16.20	104.94	
288.00	16.20	106.43	
296.00	16.20	107.91	
304.00	16.20	109.39	
312.00	16.20	110.86	
320.00	16.20	112.33	
328.00	16.20	113.79	
336.00	16.20	115.25	
344.00	16.20	116.69	
352.00	16.20	118.13	
360.00	16.20	119.56	
368.00	16.20	120.97	
376.00	16.20	122.37	
384.00	16.20	123.76	
392.00	16.20	125.14	
400.00	16.20	126.50	
408.00	16.20	127.84	
416.00	16.20	129.17	
424.00	16.20	130.49	
432.00	16.20	131.78	
440.00	16.20	133.06	
448.00	16.20	134.32	
456.00	16.20	135.56	
464.00	16.20	136.78	
472.00	16.20	137.99	
480.00	16.20	139.17	
488.00	16.20	140.33	
496.00	16.20	141.48	
504.00	16.20	142.60	
512.00	16.20	143.70	
520.00	16.20	144.78	
528.00	16.20	145.84	
536.00	16.20	146.88	
544.00	16.20	147.90	
552.00	16.20	148.89	
560.00	16.20	149.87	
568.00	16.20	150.82	
576.00	16.20	151.76	
584.00	16.20	152.67	
592.00	16.20	153.56	
600.00	16.20	154.43	
608.00	16.20	155.28	
616.00	16.20	156.10	
624.00	16.20	156.91	
632.00	16.20	157.70	
640.00	16.20	158.46	
648.00	16.20	159.21	
656.00	16.20	159.94	
664.00	16.20	160.65	
672.00	16.20	161.33	
680.00	16.20	162.00	
688.00	16.20	162.65	
696.00	16.20	163.29	
704.00	16.20	163.90	
712.00	16.20	164.50	
720.00	16.20	165.07	
728.00	16.20	165.63	
736.00	16.20	166.18	
744.00	16.20	166.70	
752.00	16.20	167.22	
760.00	16.20	167.71	
768.00	16.20	168.19	
776.00	16.20	168.65	
784.00	16.20	169.10	
792.00	16.20	169.54	
800.00	16.20	169.95	
0.00	16.50	62.81	
8.00	16.50	63.48	
16.00	16.50	64.20	
24.00	16.50	64.96	
32.00	16.50	65.77	
40.00	16.50	66.61	
48.00	16.50	67.50	
56.00	16.50	68.43	
64.00	16.50	69.39	
72.00	16.50	70.40	
80.00	16.50	71.44	
88.00	16.50	72.51	
96.00	16.50	73.62	
104.00	16.50	74.76	
112.00	16.50	75.93	
120.00	16.50	77.14	
128.00	16.50	78.37	
136.00	16.50	79.63	
144.00	16.50	80.91	
152.00	16.50	82.22	
160.00	16.50	83.55	
168.00	16.50	84.90	
176.00	16.50	86.27	
184.00	16.50	87.66	
192.00	16.50	89.06	
200.00	16.50	90.48	
208.00	16.50	91.92	
216.00	16.50	93.36	
224.00	16.50	94.82	
232.00	16.50	96.28	
240.00	16.50	97.75	
248.00	16.50	99.23	
256.00	16.50	100.71	
264.00	16.50	102.19	
272.00	16.50	103.68	
280.00	16.50	105.16	
288.00	16.50	106.65	
296.00	16.50	108.13	
304.00	16.50	109.61	
312.00	16.50	111.09	
320.00	16.50	112.56	
328.00	16.50	114.02	
336.00	16.50	115.48	
344.00	16.50	116.92	
352.00	16.50	118.36	
360.00	16.50	119.79	
368.00	16.50	121.20	
376.00	16.50	122.60	
384.00	16.50	123.99	
392.00	16.50	125.37	
400.00	16.50	126.73	
408.00	16.50	128.07	
416.00	16.50	129.40	
424.00	16.50	130.71	
432.00	16.50	132.00	
440.00	16.50	133.28	
448.00	16.50	134.54	
456.00	16.50	135.78	
464.00	16.50	137.00	
472.00	16.50	138.20	
480.00	16.50	139.38	
488.00	16.50	140.54	
496.00	16.50	141.68	
504.00	16.50	142.80	
512.00	16.50	143.90	
520.00	16.50	144.98	
528.00	16.50	146.03	
536.00	16.50	147.07	
544.00	16.50	148.09	
552.00	16.50	149.08	
560.00	16.50	150.05	
568.00	16.50	151.00	
576.00	16.50	151.93	
584.00	16.50	152.84	
592.00	16.50	153.73	
600.00	16.50	154.59	
608.00	16.50	155.44	
616.00	16.50	156.26	
624.00	16.50	157.07	
632.00	16.50	157.85	
640.00	16.50	158.61	
648.00	16.50	159.36	
656.00	16.50	160.08	
664.00	16.50	160.79	
672.00	16.50	161.47	
680.00	16.50	162.14	
688.00	16.50	162.78	
696.00	16.50	163.41	
704.00	16.50	164.02	
712.00	16.50	164.62	
720.00	16.50	165.19	
728.00	16.50	165.75	
736.00	16.50	166.29	
744.00	16.50	166.81	
752.00	16.50	167.32	
760.00	16.50	167.81	
768.00	16.50	168.29	
776.00	16.50	168.75	
784.00	16.50	169.20	
792.00	16.50	169.63	
800.00	16.50	170.04	
0.00	16.80	62.84	
8.00	16.80	63.52	
16.00	16.80	64.25	
24.00	16.80	65.02	
32.00	16.80	65.83	
40.00	16.80	66.68	
48.00	16.80	67.57	
56.00	16.80	68.51	
64.00	16.80	69.48	
72.00	16.80	70.49	
80.00	16.80	71.54	
88.00	16.80	72.62	
96.00	16.80	73.73	
104.00	16.80	74.88	
112.00	16.80	76.06	
120.00	16.80	77.27	
128.00	16.80	78.51	
136.00	16.80	79.77	
144.00	16.80	81.06	
152.00	16.80	82.37	
160.00	16.80	83.71	
168.00	16.80	85.07	
176.00	16.80	86.44	
184.00	16.80	87.83	
192.00	16.80	89.24	
200.00	16.80	90.67	
208.00	16.80	92.10	
216.00	16.80	93.55	
224.00	16.80	95.01	
232.00	16.80	96.48	
240.00	16.80	97.95	
248.00	16.80	99.43	
256.00	16.80	100.92	
264.00	16.80	102.40	
272.00	16.80	103.89	
280.00	16.80	105.38	
288.00	16.80	106.87	
296.00	16.80	108.35	
304.00	16.80	109.83	
312.00	16.80	111.31	
320.00	16.80	112.78	
328.00	16.80	114.25	
336.00	16.80	115.70	
344.00	16.80	117.15	
352.00	16.80	118.59	
360.00	16.80	120.01	
368.00	16.80	121.43	
376.00	16.80	122.83	
384.00	16.80	124.22	
392.00	16.80	125.59	
400.00	16.80	126.95	
408.00	16.80	128.29	
416.00	16.80	129.62	
424.00	16.80	130.93	
432.00	16.80	132.22	
440.00	16.80	133.50	
448.00	16.80	134.75	
456.00	16.80	135.99	
464.00	16.80	137.21	
472.00	16.80	138.41	
480.00	16.80	139.59	
488.00	16.80	140.74	
496.00	16.80	141.88	
504.00	16.80	143.00	
512.00	16.80	144.10	
520.00	16.80	145.17	
528.00	16.80	146.23	
536.00	16.80	147.26	
544.00	16.80	148.27	
552.00	16.80	149.26	
560.00	16.80	150.23	
568.00	16.80	151.18	
576.00	16.80	152.10	
584.00	16.80	153.01	
592.00	16.80	153.89	
600.00	16.80	154.76	
608.00	16.80	155.60	
616.00	16.80	156.42	
624.00	16.80	157.22	
632.00	16.80	158.00	
640.00	16.80	158.76	
648.00	16.80	159.50	
656.00	16.80	160.22	
664.00	16.80	160.92	
672.00	16.80	161.61	
680.00	16.80	162.27	
688.00	16.80	162.91	
696.00	16.80	163.54	
704.00	16.80	164.14	
712.00	16.80	164.73	
720.00	16.80	165.31	
728.00	16.80	165.86	
736.00	16.80	166.40	
744.00	16.80	166.92	
752.00	16.80	167.42	
760.00	16.80	167.91	
768.00	16.80	168.39	
776.00	16.80	168.84	
784.00	16.80	169.29	
792.00	16.80	169.72	
800.00	16.80	170.13	
0.00	17.10	62.88	
8.00	17.10	63.57	
16.00	17.10	64.30	
24.00	17.10	65.07	
32.00	17.10	65.89	
40.00	17.10	66.75	
48.00	17.10	67.65	
56.00	17.10	68.59	
64.00	17.10	69.57	
72.00	17.10	70.58	
80.00	17.10	71.64	
88.00	17.10	72.72	
96.00	17.10	73.84	
104.00	17.10	75.00	
112.00	17.10	76.18	
120.00	17.10	77.40	
128.00	17.10	78.64	
136.00	17.10	79.91	
144.00	17.10	81.21	
152.00	17.10	82.53	
160.00	17.10	83.87	
168.00	17.10	85.23	
176.00	17.10	86.61	
184.00	17.10	88.01	
192.00	17.10	89.42	
200.00	17.10	90.85	
208.00	17.10	92.29	
216.00	17.10	93.74	
224.00	17.10	95.20	
232.00	17.10	96.67	
240.00	17.10	98.15	
248.00	17.10	99.63	
256.00	17.10	101.12	
264.00	17.10	102.61	
272.00	17.10	104.10	
280.00	17.10	105.59	
288.00	17.10	107.08	
296.00	17.10	108.57	
304.00	17.10	110.05	
312.00	17.10	111.53	
320.00	17.10	113.00	
328.00	17.10	114.46	
336.00	17.10	115.92	
344.00	17.10	117.37	
352.00	17.10	118.81	
360.00	17.10	120.23	
368.00	17.10	121.65	
376.00	17.10	123.05	
384.00	17.10	124.43	
392.00	17.10	125.81	
400.00	17.10	127.17	
408.00	17.10	128.51	
416.00	17.10	129.83	
424.00	17.10	131.14	
432.00	17.10	132.43	
440.00	17.10	133.71	
448.00	17.10	134.96	
456.00	17.10	136.20	
464.00	17.10	137.41	
472.00	17.10	138.61	
480.00	17.10	139.79	
488.00	17.10	140.94	
496.00	17.10	142.08	
504.00	17.10	143.19	
512.00	17.10	144.29	
520.00	17.10	145.36	
528.00	17.10	146.41	
536.00	17.10	147.44	
544.00	17.10	148.45	
552.00	17.10	149.44	
560.00	17.10	150.40	
568.00	17.10	151.35	
576.00	17.10	152.27	
584.00	17.10	153.17	
592.00	17.10	154.06	
600.00	17.10	154.92	
608.00	17.10	155.75	
616.00	17.10	156.57	
624.00	17.10	157.37	
632.00	17.10	158.15	
640.00	17.10	158.90	
648.00	17.10	159.64	
656.00	17.10	160.36	
664.00	17.10	161.06	
672.00	17.10	161.74	
680.00	17.10	162.40	
688.00	17.10	163.04	
696.00	17.10	163.66	
704.00	17.10	164.26	
712.00	17.10	164.85	
720.00	17.10	165.42	
728.00	17.10	165.97	
736.00	17.10	166.50	
744.00	17.10	167.02	
752.00	17.10	167.53	
760.00	17.10	168.01	
768.00	17.10	168.48	
776.00	17.10	168.94	
784.00	17.10	169.38	
792.00	17.10	169.80	
800.00	17.10	170.21	
0.00	17.40	62.92	
8.00	17.40	63.61	
16.00	17.40	64.35	
24.00	17.40	65.13	
32.00	17.40	65.95	
40.00	17.40	66.82	
48.00	17.40	67.72	
56.00	17.40	68.67	
64.00	17.40	69.65	
72.00	17.40	70.67	
80.00	17.40	71.73	
88.00	17.40	72.83	
96.00	17.40	73.95	
104.00	17.40	75.11	
112.00	17.40	76.30	
120.00	17.40	77.53	
128.00	17.40	78.77	
136.00	17.40	80.05	
144.00	17.40	81.35	
152.00	17.40	82.67	
160.00	17.40	84.02	
168.00	17.40	85.39	
176.00	17.40	86.77	
184.00	17.40	88.17	
192.00	17.40	89.59	
200.00	17.40	91.02	
208.00	17.40	92.47	
216.00	17.40	93.92	
224.00	17.40	95.39	
232.00	17.40	96.86	
240.00	17.40	98.34	
248.00	17.40	99.83	
256.00	17.40	101.32	
264.00	17.40	102.81	
272.00	17.40	104.30	
280.00	17.40	105.80	
288.00	17.40	107.29	
296.00	17.40	108.78	
304.00	17.40	110.26	
312.00	17.40	111.74	
320.00	17.40	113.21	
328.00	17.40	114.68	
336.00	17.40	116.14	
344.00	17.40	117.58	
352.00	17.40	119.02	
360.00	17.40	120.45	
368.00	17.40	121.86	
376.00	17.40	123.26	
384.00	17.40	124.65	
392.00	17.40	126.02	
400.00	17.40	127.38	
408.00	17.40	128.72	
416.00	17.40	130.04	
424.00	17.40	131.35	
432.00	17.40	132.64	
440.00	17.40	133.91	
448.00	17.40	135.17	
456.00	17.40	136.40	
464.00	17.40	137.61	
472.00	17.40	138.81	
480.00	17.40	139.98	
488.00	17.40	141.14	
496.00	17.40	142.27	
504.00	17.40	143.38	
512.00	17.40	144.47	
520.00	17.40	145.54	
528.00	17.40	146.59	
536.00	17.40	147.62	
544.00	17.40	148.63	
552.00	17.40	149.61	
560.00	17.40	150.57	
568.00	17.40	151.52	
576.00	17.40	152.44	
584.00	17.40	153.34	
592.00	17.40	154.21	
600.00	17.40	155.07	
608.00	17.40	155.91	
616.00	17.40	156.72	
624.00	17.40	157.52	
632.00	17.40	158.29	
640.00	17.40	159.04	
648.00	17.40	159.78	
656.00	17.40	160.49	
664.00	17.40	161.19	
672.00	17.40	161.86	
680.00	17.40	162.52	
688.00	17.40	163.16	
696.00	17.40	163.78	
704.00	17.40	164.38	
712.00	17.40	164.96	
720.00	17.40	165.53	
728.00	17.40	166.08	
736.00	17.40	166.61	
744.00	17.40	167.12	
752.00	17.40	167.62	
760.00	17.40	168.11	
768.00	17.40	168.57	
776.00	17.40	169.03	
784.00	17.40	169.46	
792.00	17.40	169.89	
800.00	17.40	170.30	
0.00	17.70	62.95	
8.00	17.70	63.65	
16.00	17.70	64.39	
24.00	17.70	65.18	
32.00	17.70	66.01	
40.00	17.70	66.88	
48.00	17.70	67.79	
56.00	17.70	68.74	
64.00	17.70	69.73	
72.00	17.70	70.76	
80.00	17.70	71.83	
88.00	17.70	72.93	
96.00	17.70	74.06	
104.00	17.70	75.23	
112.00	17.70	76.42	
120.00	17.70	77.65	
128.00	17.70	78.90	
136.00	17.70	80.18	
144.00	17.70	81.49	
152.00	17.70	82.82	
160.00	17.70	84.17	
168.00	17.70	85.54	
176.00	17.70	86.93	
184.00	17.70	88.34	
192.00	17.70	89.76	
200.00	17.70	91.19	
208.00	17.70	92.64	
216.00	17.70	94.10	
224.00	17.70	95.57	
232.00	17.70	97.05	
240.00	17.70	98.53	
248.00	17.70	100.02	
256.00	17.70	101.51	
264.00	17.70	103.01	
272.00	17.70	104.50	
280.00	17.70	106.00	
288.00	17.70	107.49	
296.00	17.70	108.98	
304.00	17.70	110.47	
312.00	17.70	111.95	
320.00	17.70	113.42	
328.00	17.70	114.89	
336.00	17.70	116.35	
344.00	17.70	117.79	
352.00	17.70	119.23	
360.00	17.70	120.66	
368.00	17.70	122.07	
376.00	17.70	123.47	
384.00	17.70	124.86	
392.00	17.70	126.23	
400.00	17.70	127.59	
408.00	17.70	128.93	
416.00	17.70	130.25	
424.00	17.70	131.56	
432.00	17.70	132.84	
440.00	17.70	134.11	
448.00	17.70	135.37	
